"Night Train","🗣️ Name","Itinerary","More details","🚂 Route","🌍 Countries","🏢 Operator","🎫 Tickets"
"UZ 075 + 076",,"Kyiv – Kryvyi Rih","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=172"">View details</a>","075: Kyiv Pasazhyrskyi - Oleksandriia - Kryvyi Rih<br><br>076: Kryvyi Rih - Oleksandriia - Kyiv Pasazhyrskyi","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 078 L + 078 Š",,"Kovel – Odesa","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=222"">View details</a>","078 L: Kovel - Lutsk - Rivne - Vinnytsia - Podilsk - Odesa Holovna<br><br>078 Š: Odesa Holovna - Podilsk - Vinnytsia - Rivne - Lutsk - Kovel","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 079 + 080",,"Dnipro – Lviv","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=170"">View details</a>","079: Dnipro Holovny - Oleksandriia - Kyiv Pasazhyrskyi - Lviv<br><br>080: Lviv - Kyiv Pasazhyrskyi - Oleksandriia - Dnipro Holovny","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 081 K + 081 L",,"Kyiv – Uzhhorod","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=227"">View details</a>","081 K: Kyiv Pasazhyrskyi - Vinnytsia - Khmelnytskyi - Ternopil - Lviv - Stryj - Mukacheve - Chop - Uzhhorod<br><br>081 L: Uzhhorod - Chop - Mukacheve - Stryj - Lviv - Ternopil - Khmelnytskyi - Vinnytsia - Kyiv Pasazhyrskyi","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 086 L + 086 P",,"Lviv – Zaporizhzhia","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=211"">View details</a>","086 L: Lviv - Ternopil - Khmelnytskyi - Vinnytsia - Oleksandriia - Dnipro Holovny - Zaporizhzhia 1<br><br>086 P: Zaporizhzhia 1 - Dnipro Holovny - Oleksandriia - Vinnytsia - Khmelnytskyi - Ternopil - Lviv","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 088 L + 088 P",,"Kovel – Zaporizhzhia","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=209"">View details</a>","088 L: Kovel - Lutsk - Rivne - Oleksandriia - Dnipro Holovny - Zaporizhzhia 1<br><br>088 P: Zaporizhzhia 1 - Dnipro Holovny - Oleksandriia - Rivne - Lutsk - Kovel","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 091 + 092",,"Kyiv – Lviv","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=197"">View details</a>","091: Kyiv Pasazhyrskyi - Kyiv Sviatoshyn - Lviv Pidzamche - Lviv<br><br>092: Lviv - Lviv Pidzamche - Kyiv Sviatoshyn - Kyiv Pasazhyrskyi","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 093 + 094",,"Kharkiv – Chelm","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=208"">View details</a>","093: Kharkiv - Poltava - Myrhorod - Lubny - Kyiv Pasazhyrskyi - Rivne - Kovel - Chelm<br><br>094: Chelm - Kovel - Rivne - Kyiv Pasazhyrskyi - Lubny - Myrhorod - Poltava - Kharkiv","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 095 + 096",,"Kyiv – Rakhiv","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=199"">View details</a>","095: Kyiv Pasazhyrskyi - Lviv - Ivano-Frankivsk - Vorokhta - Yasinia - Rakhiv<br><br>096: Rakhiv - Yasinia - Vorokhta - Ivano-Frankivsk - Lviv - Kyiv Pasazhyrskyi","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 097 + 098",,"Kyiv – Kovel","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=182"">View details</a>","097: Kyiv Pasazhyrskyi - Korosten - Rivne - Lutsk - Kovel<br><br>098: Kovel - Lutsk - Rivne - Korosten - Kyiv Pasazhyrskyi","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 105 + 106",,"Kyiv – Odesa","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=173"">View details</a>","105: Kyiv Pasazhyrskyi - Fastiv - Vinnytsia - Zhmerynka - Podilsk - Odesa Holovna<br><br>106: Odesa Holovna - Podilsk - Zhmerynka - Vinnytsia - Fastiv - Kyiv Pasazhyrskyi","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
"UZ 109 + 110",,"Kherson – Lviv","<a class=""nt_btn nt_rounded_btn"" style=""color: white;background-color: #008f39;border:none"" href=""https://back-on-track.eu/night-train-database/?route_id=213"">View details</a>","109: Kherson - Mykolaiv - Vinnytsia - Zhmerynka - Khmelnytskyi - Ternopil - Lviv<br><br>110: Lviv - Ternopil - Khmelnytskyi - Zhmerynka - Vinnytsia - Mykolaiv - Kherson","UA","UZ","<a target=""_blank""  class=""nt_btn nt_rounded_btn"" style=""color: rgba(255, 255, 255, 1);background-color: rgba(0, 143, 57, 1);"" rel="""" href=""https://booking.uz.gov.ua/en/"">Book tickets</a>"
